wavname,text,score,listener_id,audio type,anchor label,in RELATE dataset,in AudioCaps
/audiocaps/test/105595.wav,Dialing and clicking,8,0293,natural,False,excluded,test
/audioldm/test/105595.wav,Dialing and clicking,7,0293,audioldm,False,excluded,test
/tango2/train/21333.wav,A sewing machine clicks then is used lightly,8,0293,tango,False,excluded,train
/tango2/train/42934.wav,A helicopter flies close to the ground overhead and flies off,9,0293,tango,False,excluded,train
/tango2/train/33001.wav,Clapping occurs and then a woman speaks,10,0293,tango,False,excluded,train
/audiocaps/train/42934.wav,A helicopter flies close to the ground overhead and flies off,7,0293,natural,False,excluded,train
/audioldm/train/42934.wav,A helicopter flies close to the ground overhead and flies off,6,0293,audioldm,False,excluded,train
/audiocaps/train/3922.wav,Wind blows followed by man talking,6,0293,natural,False,excluded,train
/audiocaps/train/67949.wav,A sewing machine clicks then is used lightly,0,0293,natural,True,excluded,
/audiocaps/train/21333.wav,A sewing machine clicks then is used lightly,5,0293,natural,False,excluded,train
/tango2/train/24416.wav,"Outside natural noises of wind gusting, water streaming and a bird vocalizing",10,0294,tango,False,train,train
/audiocaps/test/104529.wav,Loud booming bursts and whooshes,5,0294,natural,False,test,test
/audioldm/test/106985.wav,An idle motorbike engine running as a bird chirps in the background and wind blows into a microphone,2,0294,audioldm,False,validation,test
/tango/test/105614.wav,Man speaking water moving in background,8,0294,tango,False,test,test
/tango2/test/104529.wav,Loud booming bursts and whooshes,8,0294,tango,False,test,test
/audiocaps/test/106985.wav,An idle motorbike engine running as a bird chirps in the background and wind blows into a microphone,10,0294,natural,False,validation,test
/audioldm/test/103499.wav,A man talking as an infant is crying followed by a man humming,2,0294,audioldm,False,test,test
/audioldm/test/104529.wav,Loud booming bursts and whooshes,5,0294,audioldm,False,test,test
/audiocaps/test/104027.wav,"Outside natural noises of wind gusting, water streaming and a bird vocalizing",0,0294,natural,True,excluded,
/audioldm/train/24416.wav,"Outside natural noises of wind gusting, water streaming and a bird vocalizing",10,0294,audioldm,False,train,train
/audiocaps/train/851.wav,Man speaking water moving in background,0,0294,natural,True,excluded,
/audiocaps/test/103499.wav,A man talking as an infant is crying followed by a man humming,10,0294,natural,False,test,test
/audiocaps/train/8547.wav,An idle motorbike engine running as a bird chirps in the background and wind blows into a microphone,2,0294,natural,True,excluded,
/tango2/train/23287.wav,A man is speaking followed by clapping,10,0294,tango,False,train,train
/audiocaps/train/23287.wav,A man is speaking followed by clapping,9,0294,natural,False,train,train
/tango2/test/103499.wav,A man talking as an infant is crying followed by a man humming,8,0294,tango,False,test,test
/audiocaps/test/105614.wav,Man speaking water moving in background,10,0294,natural,False,test,test
/audiocaps/train/24416.wav,"Outside natural noises of wind gusting, water streaming and a bird vocalizing",5,0294,natural,False,train,train
/tango2/test/106985.wav,An idle motorbike engine running as a bird chirps in the background and wind blows into a microphone,10,0294,tango,False,validation,test
/audioldm2/test/105614.wav,Man speaking water moving in background,10,0294,audioldm,False,test,test
/audioldm/train/23287.wav,A man is speaking followed by clapping,9,0294,audioldm,False,train,train
/audiocaps/train/7587.wav,Several sheep bleat,0,0295,natural,True,excluded,
/audioldm2/train/8255.wav,"An adult male speaks, a small appliance motor runs, whirring occurs, and music is playing in the background",1,0295,audioldm,False,train,train
/audiocaps/train/36816.wav,"An adult male speaks, a small appliance motor runs, whirring occurs, and music is playing in the background",1,0295,natural,True,excluded,
/tango/test/102908.wav,Several sheep bleat,10,0295,tango,False,excluded,test
/audioldm2/test/104758.wav,A man talking followed by a woman talking while an electronic beep plays with a person claps before someone belches then a man and woman laugh,4,0295,audioldm,False,excluded,test
/audioldm/test/104361.wav,A dog barking and growling followed by a man talking in the background,2,0295,audioldm,False,excluded,test
/audiocaps/train/13657.wav,Cars are accelerating,10,0295,natural,False,train,train
/tango/train/8255.wav,"An adult male speaks, a small appliance motor runs, whirring occurs, and music is playing in the background",7,0295,tango,False,train,train
/audiocaps/test/105627.wav,A train emits the steam whistle sound with a hissing noise,4,0295,natural,True,excluded,
/audioldm2/test/102908.wav,Several sheep bleat,0,0295,audioldm,False,excluded,test
/audiocaps/test/102908.wav,Several sheep bleat,10,0295,natural,False,excluded,test
/tango/test/104758.wav,A man talking followed by a woman talking while an electronic beep plays with a person claps before someone belches then a man and woman laugh,5,0295,tango,False,excluded,test
/audiocaps/train/8255.wav,"An adult male speaks, a small appliance motor runs, whirring occurs, and music is playing in the background",6,0295,natural,False,train,train
/audioldm2/train/13657.wav,Cars are accelerating,6,0295,audioldm,False,train,train
/audiocaps/test/106034.wav,A train emits the steam whistle sound with a hissing noise,8,0295,natural,False,excluded,test
/audiocaps/test/104758.wav,A man talking followed by a woman talking while an electronic beep plays with a person claps before someone belches then a man and woman laugh,9,0295,natural,False,excluded,test
/tango2/test/106034.wav,A train emits the steam whistle sound with a hissing noise,9,0295,tango,False,excluded,test
/tango/train/13657.wav,Cars are accelerating,8,0295,tango,False,train,train
/audioldm/test/106034.wav,A train emits the steam whistle sound with a hissing noise,7,0295,audioldm,False,excluded,test
/audiocaps/test/104361.wav,A dog barking and growling followed by a man talking in the background,5,0295,natural,False,excluded,test
/tango2/test/104361.wav,A dog barking and growling followed by a man talking in the background,9,0295,tango,False,excluded,test
/audiocaps/train/7003.wav,Something can be heard walking then the wind picks up,8,0296,natural,False,train,train
/audioldm2/test/105925.wav,Speaking and an engine running,9,0296,audioldm,False,validation,test
/audiocaps/test/104791.wav,Man speaking while sawing something,10,0296,natural,False,test,test
/audiocaps/train/40907.wav,Men talk before a motorcycle speeds by,0,0296,natural,True,excluded,
/tango2/test/106742.wav,A motorcycle driving then accelerating as a man talks over an intercom followed by another man cheering,7,0296,tango,False,validation,test
/tango/train/7003.wav,Something can be heard walking then the wind picks up,5,0296,tango,False,train,train
/audioldm2/test/104791.wav,Man speaking while sawing something,2,0296,audioldm,False,test,test
/audiocaps/test/104731.wav,Man speaking while sawing something,0,0296,natural,True,excluded,
/audiocaps/train/100698.wav,Speaking and an engine running,0,0296,natural,True,excluded,
/audioldm2/train/7632.wav,Men talk before a motorcycle speeds by,3,0296,audioldm,False,train,train
/audiocaps/test/106742.wav,A motorcycle driving then accelerating as a man talks over an intercom followed by another man cheering,9,0296,natural,False,validation,test
/audioldm/train/59093.wav,A girl laughs and another speaks after spraying something,1,0296,audioldm,False,train,train
/tango/test/104791.wav,Man speaking while sawing something,2,0296,tango,False,test,test
/audiocaps/test/105925.wav,Speaking and an engine running,8,0296,natural,False,validation,test
/audioldm2/train/7003.wav,Something can be heard walking then the wind picks up,4,0296,audioldm,False,train,train
/tango2/train/59093.wav,A girl laughs and another speaks after spraying something,4,0296,tango,False,train,train
/tango/test/105925.wav,Speaking and an engine running,3,0296,tango,False,validation,test
/tango/train/7632.wav,Men talk before a motorcycle speeds by,1,0296,tango,False,train,train
/audioldm/test/106742.wav,A motorcycle driving then accelerating as a man talks over an intercom followed by another man cheering,2,0296,audioldm,False,validation,test
/audiocaps/train/59093.wav,A girl laughs and another speaks after spraying something,6,0296,natural,False,train,train
/audiocaps/train/7632.wav,Men talk before a motorcycle speeds by,8,0296,natural,False,train,train
/tango/test/6466.wav,Two quick whistle sounds with water splashing and mixed with kids playing,5,0297,tango,False,excluded,test
/audioldm/train/36932.wav,A dog barking followed by wood clacking then a man talking while finger snapping proceeded by camera muffling and a dog growling,4,0297,audioldm,False,excluded,train
/audiocaps/train/12355.wav,A dog barking followed by wood clacking then a man talking while finger snapping proceeded by camera muffling and a dog growling,1,0297,natural,True,excluded,
/audioldm2/train/16655.wav,"Water is rushing, splashing and gurgling, and an adult male is speaking",8,0297,audioldm,False,excluded,train
/audiocaps/train/36405.wav,"Waves are crashing, water is splashing, and thumps and crackling occur",9,0297,natural,False,excluded,train
/audiocaps/test/103040.wav,An infant makes babbling noise followed by crying,10,0297,natural,False,excluded,test
/audioldm/train/36405.wav,"Waves are crashing, water is splashing, and thumps and crackling occur",9,0297,audioldm,False,excluded,train
/audioldm2/test/104352.wav,A vehicle accelerating in the distance then driving by,10,0297,audioldm,False,excluded,test
/audiocaps/train/16655.wav,"Water is rushing, splashing and gurgling, and an adult male is speaking",10,0297,natural,False,excluded,train
/audioldm/test/103040.wav,An infant makes babbling noise followed by crying,8,0297,audioldm,False,excluded,test
/audiocaps/train/24364.wav,Two quick whistle sounds with water splashing and mixed with kids playing,4,0297,natural,True,excluded,
/tango2/test/103040.wav,An infant makes babbling noise followed by crying,4,0297,tango,False,excluded,test
/tango2/train/36405.wav,"Waves are crashing, water is splashing, and thumps and crackling occur",7,0297,tango,False,excluded,train
/audiocaps/test/6466.wav,Two quick whistle sounds with water splashing and mixed with kids playing,9,0297,natural,False,excluded,test
/tango/test/104352.wav,A vehicle accelerating in the distance then driving by,10,0297,tango,False,excluded,test
/audioldm2/test/6466.wav,Two quick whistle sounds with water splashing and mixed with kids playing,7,0297,audioldm,False,excluded,test
/audiocaps/test/104903.wav,An infant makes babbling noise followed by crying,1,0297,natural,True,excluded,
/audiocaps/test/104352.wav,A vehicle accelerating in the distance then driving by,8,0297,natural,False,excluded,test
/tango/train/16655.wav,"Water is rushing, splashing and gurgling, and an adult male is speaking",7,0297,tango,False,excluded,train
/tango2/train/36932.wav,A dog barking followed by wood clacking then a man talking while finger snapping proceeded by camera muffling and a dog growling,8,0297,tango,False,excluded,train
/audiocaps/train/36932.wav,A dog barking followed by wood clacking then a man talking while finger snapping proceeded by camera muffling and a dog growling,9,0297,natural,False,excluded,train
/audioldm/test/106475.wav,A pop and rattle occurs and then a child giggles,0,0298,audioldm,False,excluded,test
/tango2/train/7520.wav,Sirens and dogs howling,10,0298,tango,False,train,train
/tango/test/104436.wav,"An adult female speaks, sizzling is ongoing, water runs and metal clanks, and music plays in the background",5,0298,tango,False,excluded,test
/audiocaps/test/105468.wav,A machine motor buzzing and humming,10,0298,natural,False,excluded,test
/audioldm/test/105468.wav,A machine motor buzzing and humming,10,0298,audioldm,False,excluded,test
/audiocaps/train/24416.wav,A bell rings nearby,0,0298,natural,True,excluded,
/audioldm/train/56242.wav,A bell rings nearby,10,0298,audioldm,False,train,train
/tango2/train/2217.wav,"A drill whirring in a short burst, then a longer drill burst",8,0298,tango,False,train,train
/audioldm/train/7520.wav,Sirens and dogs howling,10,0298,audioldm,False,train,train
/audiocaps/train/56242.wav,A bell rings nearby,10,0298,natural,False,train,train
/audiocaps/test/103158.wav,A pop and rattle occurs and then a child giggles,0,0298,natural,True,excluded,
/audiocaps/train/2217.wav,"A drill whirring in a short burst, then a longer drill burst",10,0298,natural,False,train,train
/audiocaps/test/104436.wav,"An adult female speaks, sizzling is ongoing, water runs and metal clanks, and music plays in the background",9,0298,natural,False,excluded,test
/tango2/test/106475.wav,A pop and rattle occurs and then a child giggles,10,0298,tango,False,excluded,test
/tango2/test/105468.wav,A machine motor buzzing and humming,10,0298,tango,False,excluded,test
/tango2/train/56242.wav,A bell rings nearby,10,0298,tango,False,train,train
/audioldm/train/2217.wav,"A drill whirring in a short burst, then a longer drill burst",8,0298,audioldm,False,train,train
/audiocaps/test/106475.wav,A pop and rattle occurs and then a child giggles,6,0298,natural,False,excluded,test
/audiocaps/train/7520.wav,Sirens and dogs howling,10,0298,natural,False,train,train
/audioldm2/test/104436.wav,"An adult female speaks, sizzling is ongoing, water runs and metal clanks, and music plays in the background",5,0298,audioldm,False,excluded,test
/audiocaps/test/104867.wav,"An adult female speaks, sizzling is ongoing, water runs and metal clanks, and music plays in the background",3,0298,natural,True,excluded,
/audiocaps/train/4404.wav,A large vehicle engine is running and then revs up,9,0299,natural,False,train,train
/tango/train/4404.wav,A large vehicle engine is running and then revs up,1,0299,tango,False,train,train
/audiocaps/train/43730.wav,Birds chirping with wind blowing and leaves rustling,6,0299,natural,False,train,train
/tango2/test/103413.wav,A loud bang followed by an engine idling loudly,10,0299,tango,False,validation,test
/audiocaps/test/105649.wav,A vehicle accelerates then a horn is triggered,0,0299,natural,True,excluded,
/audioldm/test/105397.wav,Scraping and banging,10,0299,audioldm,False,test,test
/audiocaps/train/63630.wav,A vehicle accelerates then a horn is triggered,6,0299,natural,False,train,train
/tango2/train/63630.wav,A vehicle accelerates then a horn is triggered,9,0299,tango,False,train,train
/audioldm/test/105342.wav,White noise followed by some rustling and splashing,7,0299,audioldm,False,validation,test
/tango2/test/105342.wav,White noise followed by some rustling and splashing,9,0299,tango,False,validation,test
/audiocaps/test/105342.wav,White noise followed by some rustling and splashing,10,0299,natural,False,validation,test
/tango2/test/105397.wav,Scraping and banging,9,0299,tango,False,test,test
/audioldm/train/63630.wav,A vehicle accelerates then a horn is triggered,5,0299,audioldm,False,train,train
/audiocaps/test/103413.wav,A loud bang followed by an engine idling loudly,7,0299,natural,False,validation,test
/audiocaps/test/105397.wav,Scraping and banging,8,0299,natural,False,test,test
/audiocaps/test/22666.wav,A loud bang followed by an engine idling loudly,0,0299,natural,True,excluded,
/audioldm2/train/43730.wav,Birds chirping with wind blowing and leaves rustling,10,0299,audioldm,False,train,train
/audioldm/test/103413.wav,A loud bang followed by an engine idling loudly,6,0299,audioldm,False,validation,test
/tango/train/43730.wav,Birds chirping with wind blowing and leaves rustling,10,0299,tango,False,train,train
/audiocaps/train/45341.wav,Birds chirping with wind blowing and leaves rustling,0,0299,natural,True,excluded,
/audioldm2/train/4404.wav,A large vehicle engine is running and then revs up,8,0299,audioldm,False,train,train
/audioldm/train/19617.wav,A man speaks then a horse neighs and glass breaks and a car alarm goes off,0,0300,audioldm,False,train,train
/tango2/train/36448.wav,A man speaks followed by a baby crying and the man speaks again,1,0300,tango,False,train,train
/audiocaps/train/39576.wav,A man speaks followed by a baby crying and the man speaks again,0,0300,natural,True,train,
/audioldm/train/19103.wav,A sewing machine is being used to do quick lines across,5,0300,audioldm,False,train,train
/tango2/test/103843.wav,Mechanical humming with several beeps,8,0300,tango,False,test,test
/tango/train/39576.wav,"A telephone rings and two women speak, the first more faintly than the second",2,0300,tango,False,train,train
/audioldm/train/36448.wav,A man speaks followed by a baby crying and the man speaks again,0,0300,audioldm,False,train,train
/audiocaps/train/39576.wav,"A telephone rings and two women speak, the first more faintly than the second",9,0300,natural,False,train,train
/tango2/train/19617.wav,A man speaks then a horse neighs and glass breaks and a car alarm goes off,8,0300,tango,False,train,train
/audiocaps/train/92.wav,A sewing machine is being used to do quick lines across,0,0300,natural,True,excluded,
/tango2/train/16218.wav,"A woman talks, and a bell rings",10,0300,tango,False,train,train
/audiocaps/train/36448.wav,A man speaks followed by a baby crying and the man speaks again,8,0300,natural,False,train,train
/audioldm/train/16218.wav,"A woman talks, and a bell rings",2,0300,audioldm,False,train,train
/tango2/train/19103.wav,A sewing machine is being used to do quick lines across,7,0300,tango,False,train,train
/audiocaps/train/19103.wav,A sewing machine is being used to do quick lines across,5,0300,natural,False,train,train
/audiocaps/train/16218.wav,"A woman talks, and a bell rings",7,0300,natural,False,train,train
/audiocaps/test/105041.wav,A man speaks then a horse neighs and glass breaks and a car alarm goes off,0,0300,natural,True,excluded,
/audiocaps/test/103843.wav,Mechanical humming with several beeps,4,0300,natural,False,test,test
/audioldm2/train/39576.wav,"A telephone rings and two women speak, the first more faintly than the second",0,0300,audioldm,False,train,train
/audioldm/test/103843.wav,Mechanical humming with several beeps,1,0300,audioldm,False,test,test
/audiocaps/train/19617.wav,A man speaks then a horse neighs and glass breaks and a car alarm goes off,0,0300,natural,False,train,train
/tango2/train/21736.wav,A car engine is thumping and making continuous idling sounds,10,0301,tango,False,train,train
/audiocaps/train/21834.wav,An engine is humming and people are talking then a person talks over a loudspeaker and buzz goes off,10,0301,natural,False,train,train
/audiocaps/test/103527.wav,A sewing machine lightly operating after a couple of metal clacks,10,0301,natural,False,test,test
/tango2/test/104885.wav,People speak with passing traffic,10,0301,tango,False,validation,test
/audioldm2/test/103527.wav,A sewing machine lightly operating after a couple of metal clacks,9,0301,audioldm,False,test,test
/tango/test/103527.wav,A sewing machine lightly operating after a couple of metal clacks,3,0301,tango,False,test,test
/audiocaps/train/16974.wav,A sewing machine lightly operating after a couple of metal clacks,2,0301,natural,True,excluded,
/tango/train/27950.wav,A loud burp is followed by a woman laughing,5,0301,tango,False,train,train
/audiocaps/train/21736.wav,A car engine is thumping and making continuous idling sounds,8,0301,natural,False,train,train
/audioldm/test/105594.wav,Emergency sirens wailing,7,0301,audioldm,False,test,test
/audiocaps/train/23186.wav,A car engine is thumping and making continuous idling sounds,0,0301,natural,True,excluded,
/audioldm/test/104885.wav,People speak with passing traffic,7,0301,audioldm,False,validation,test
/audiocaps/train/27950.wav,A loud burp is followed by a woman laughing,8,0301,natural,False,train,train
/tango2/test/105594.wav,Emergency sirens wailing,10,0301,tango,False,test,test
/audioldm/train/21736.wav,A car engine is thumping and making continuous idling sounds,3,0301,audioldm,False,train,train
/audioldm/train/21834.wav,An engine is humming and people are talking then a person talks over a loudspeaker and buzz goes off,2,0301,audioldm,False,train,train
/audiocaps/test/105594.wav,Emergency sirens wailing,10,0301,natural,False,test,test
/tango2/train/21834.wav,An engine is humming and people are talking then a person talks over a loudspeaker and buzz goes off,4,0301,tango,False,train,train
/audiocaps/test/104885.wav,People speak with passing traffic,5,0301,natural,False,validation,test
/audiocaps/test/106083.wav,An engine is humming and people are talking then a person talks over a loudspeaker and buzz goes off,0,0301,natural,True,excluded,
/audioldm2/train/27950.wav,A loud burp is followed by a woman laughing,4,0301,audioldm,False,train,train
/audioldm2/test/9429.wav,A power tool is being used to cut,0,0302,audioldm,False,test,test
/tango/train/101201.wav,A man speaks followed by humming and splashing of water,0,0302,tango,False,train,train
/audiocaps/train/101201.wav,A man speaks followed by humming and splashing of water,0,0302,natural,False,train,train
/tango/train/71523.wav,A vehicle engine loudly whistling and operating then periodically releasing pressurized air,0,0302,tango,False,train,train
/audiocaps/train/98409.wav,A man speaks followed by humming and splashing of water,0,0302,natural,True,excluded,
/audioldm/train/10734.wav,A man is speaking and cars are passing by,7,0302,audioldm,False,train,train
/tango/train/67016.wav,Some liquid flows followed by something sink,7,0302,tango,False,train,train
/audioldm2/train/67016.wav,Some liquid flows followed by something sink,7,0302,audioldm,False,train,train
/audiocaps/train/71523.wav,A vehicle engine loudly whistling and operating then periodically releasing pressurized air,8,0302,natural,False,train,train
/audioldm2/train/71523.wav,A vehicle engine loudly whistling and operating then periodically releasing pressurized air,5,0302,audioldm,False,train,train
/audioldm2/train/4955.wav,"A man speaks over whistling wind, followed by the whoosh of a stylized whip effect.",2,0302,audioldm,False,train,train
/tango/test/9429.wav,A power tool is being used to cut,8,0302,tango,False,test,test
/audiocaps/test/9429.wav,A power tool is being used to cut,8,0302,natural,False,test,test
/audiocaps/train/33001.wav,"A man speaks over whistling wind, followed by the whoosh of a stylized whip effect.",2,0302,natural,True,excluded,
/audiocaps/train/67016.wav,Some liquid flows followed by something sink,0,0302,natural,False,train,train
/tango2/train/10734.wav,A man is speaking and cars are passing by,2,0302,tango,False,train,train
/audioldm2/train/101201.wav,A man speaks followed by humming and splashing of water,2,0302,audioldm,False,train,train
/tango/train/4955.wav,"A man speaks over whistling wind, followed by the whoosh of a stylized whip effect.",2,0302,tango,False,train,train
/audiocaps/test/102783.wav,Some liquid flows followed by something sink,0,0302,natural,True,excluded,
/audiocaps/train/4955.wav,"A man speaks over whistling wind, followed by the whoosh of a stylized whip effect.",10,0302,natural,False,train,train
/audiocaps/train/10734.wav,A man is speaking and cars are passing by,2,0302,natural,False,train,train
/audioldm/train/11151.wav,Vehicles running followed by revving,2,0303,audioldm,False,excluded,train
/tango2/train/10221.wav,"Loud, consistent hissing",8,0303,tango,False,excluded,train
/audiocaps/test/105320.wav,Mechanical humming followed by a flushing toilet,8,0303,natural,False,excluded,test
/audioldm/train/10221.wav,"Loud, consistent hissing",7,0303,audioldm,False,excluded,train
/tango2/test/105320.wav,Mechanical humming followed by a flushing toilet,7,0303,tango,False,excluded,test
/audioldm2/train/3459.wav,Multiple voices speak with a vehicle in the background,7,0303,audioldm,False,excluded,train
/tango/train/3459.wav,Multiple voices speak with a vehicle in the background,6,0303,tango,False,excluded,train
/audioldm/test/105320.wav,Mechanical humming followed by a flushing toilet,4,0303,audioldm,False,excluded,test
/audiocaps/test/105482.wav,Multiple voices speak with a vehicle in the background,8,0303,natural,True,excluded,
/tango2/train/11151.wav,Vehicles running followed by revving,8,0303,tango,False,excluded,train
/audiocaps/train/6928.wav,"Loud, consistent hissing",8,0303,natural,True,excluded,
/audiocaps/train/10221.wav,"Loud, consistent hissing",8,0303,natural,False,excluded,train
/audiocaps/train/3459.wav,Multiple voices speak with a vehicle in the background,0,0303,natural,False,excluded,train
/audiocaps/train/52615.wav,"Birds chirp in the distance, and then ducks quack",0,0303,natural,False,excluded,train
/tango/train/60072.wav,"A person talks nearby loudly, and then a car honks loudly",0,0303,tango,False,excluded,train
/audiocaps/train/11151.wav,Vehicles running followed by revving,0,0303,natural,False,excluded,train
/audiocaps/train/60072.wav,"A person talks nearby loudly, and then a car honks loudly",0,0303,natural,False,excluded,train
/audioldm2/train/60072.wav,"A person talks nearby loudly, and then a car honks loudly",0,0303,audioldm,False,excluded,train
/audiocaps/train/52284.wav,"A person talks nearby loudly, and then a car honks loudly",0,0303,natural,True,excluded,
/audioldm2/train/52615.wav,"Birds chirp in the distance, and then ducks quack",0,0303,audioldm,False,excluded,train
/tango/train/52615.wav,"Birds chirp in the distance, and then ducks quack",0,0303,tango,False,excluded,train
/tango2/test/103348.wav,A child talking then a man speaking with bird sounds in the background,0,0304,tango,False,test,test
/tango2/train/49129.wav,Small cars driving past as a man speaks,4,0304,tango,False,train,train
/audiocaps/test/107127.wav,An aircraft engine accelerating followed by an object clanking against fiberglass as an emergency siren sounds in the background,8,0304,natural,False,test,test
/audioldm2/test/102794.wav,A clock ticking as a piano note is playing,5,0304,audioldm,False,test,test
/audiocaps/train/49129.wav,Small cars driving past as a man speaks,3,0304,natural,False,train,train
/tango2/test/107127.wav,An aircraft engine accelerating followed by an object clanking against fiberglass as an emergency siren sounds in the background,8,0304,tango,False,test,test
/tango/test/102794.wav,A clock ticking as a piano note is playing,7,0304,tango,False,test,test
/audioldm2/train/35238.wav,Loud burping and speaking,6,0304,audioldm,False,train,train
/tango/test/106637.wav,Honking of horns of an oncoming train,6,0304,tango,False,test,test
/audiocaps/test/106637.wav,Honking of horns of an oncoming train,7,0304,natural,False,test,test
/audiocaps/train/63113.wav,Loud burping and speaking,0,0304,natural,True,excluded,
/tango/train/35238.wav,Loud burping and speaking,2,0304,tango,False,train,train
/audiocaps/train/54482.wav,A clock ticking as a piano note is playing,0,0304,natural,True,excluded,
/audiocaps/test/103348.wav,A child talking then a man speaking with bird sounds in the background,5,0304,natural,False,test,test
/audioldm/train/49129.wav,Small cars driving past as a man speaks,2,0304,audioldm,False,train,train
/audiocaps/test/102794.wav,A clock ticking as a piano note is playing,2,0304,natural,False,test,test
/audioldm/test/103348.wav,A child talking then a man speaking with bird sounds in the background,0,0304,audioldm,False,test,test
/audiocaps/train/35238.wav,Loud burping and speaking,5,0304,natural,False,train,train
/audioldm/test/107127.wav,An aircraft engine accelerating followed by an object clanking against fiberglass as an emergency siren sounds in the background,2,0304,audioldm,False,test,test
/audiocaps/train/33444.wav,Honking of horns of an oncoming train,0,0304,natural,True,excluded,
/audioldm2/test/106637.wav,Honking of horns of an oncoming train,8,0304,audioldm,False,test,test
/audiocaps/test/104449.wav,A young man whispering followed by a horn honking then a group of people laughing while someone claps,10,0305,natural,False,validation,test
/audiocaps/train/91745.wav,Continuous rustling and chirping followed by rapid rustling,7,0305,natural,False,train,train
/tango/test/104449.wav,A young man whispering followed by a horn honking then a group of people laughing while someone claps,6,0305,tango,False,validation,test
/audiocaps/train/5178.wav,A man speaks followed by popping noise and laughter,0,0305,natural,True,excluded,
/audioldm/test/105639.wav,"Water is trickling, and a man talks",9,0305,audioldm,False,test,test
/tango2/test/103011.wav,A man speaks followed by popping noise and laughter,9,0305,tango,False,validation,test
/audiocaps/test/103011.wav,A man speaks followed by popping noise and laughter,10,0305,natural,False,validation,test
/audioldm2/train/95627.wav,Quiet music and clanking followed by a vehicle revving and tires screeching,1,0305,audioldm,False,train,train
/audiocaps/test/106050.wav,"A tolling signal bell, then a vehicle honking",0,0305,natural,True,excluded,
/audioldm2/train/22899.wav,"A tolling signal bell, then a vehicle honking",0,0305,audioldm,False,train,train
/tango2/test/105639.wav,"Water is trickling, and a man talks",10,0305,tango,False,test,test
/tango/train/95627.wav,Quiet music and clanking followed by a vehicle revving and tires screeching,1,0305,tango,False,train,train
/tango2/train/91745.wav,Continuous rustling and chirping followed by rapid rustling,8,0305,tango,False,train,train
/audiocaps/test/103843.wav,Quiet music and clanking followed by a vehicle revving and tires screeching,0,0305,natural,True,excluded,
/audioldm/test/103011.wav,A man speaks followed by popping noise and laughter,7,0305,audioldm,False,validation,test
/audiocaps/train/22899.wav,"A tolling signal bell, then a vehicle honking",9,0305,natural,False,train,train
/tango/train/22899.wav,"A tolling signal bell, then a vehicle honking",6,0305,tango,False,train,train
/audiocaps/test/105639.wav,"Water is trickling, and a man talks",7,0305,natural,False,test,test
/audioldm2/test/104449.wav,A young man whispering followed by a horn honking then a group of people laughing while someone claps,2,0305,audioldm,False,validation,test
/audioldm/train/91745.wav,Continuous rustling and chirping followed by rapid rustling,3,0305,audioldm,False,train,train
/audiocaps/train/95627.wav,Quiet music and clanking followed by a vehicle revving and tires screeching,2,0305,natural,False,train,train
/tango2/test/105272.wav,A vehicle engine revving followed by tires skidding as a group of people talk in the background,10,0306,tango,False,test,test
/tango2/test/106960.wav,A woman talking then laughing followed by plastic tapping and birds chirping in the background,10,0306,tango,False,test,test
/audioldm2/train/54173.wav,Phone ringing then two men speaking,0,0306,audioldm,False,train,train
/tango2/train/21544.wav,Men talk loudly and robotic ally and then a loud burp,9,0306,tango,False,train,train
/audioldm2/test/106056.wav,"A door banging, a loud squeal, and some low voices in the background",5,0306,audioldm,False,test,test
/tango/test/104438.wav,A whooshing effect followed by a man talking as basketballs bounce and shoes squeak on a hard surface while a crowd of people yell in the background,6,0306,tango,False,test,test
/audioldm2/test/104438.wav,A whooshing effect followed by a man talking as basketballs bounce and shoes squeak on a hard surface while a crowd of people yell in the background,9,0306,audioldm,False,test,test
/audiocaps/test/105272.wav,A vehicle engine revving followed by tires skidding as a group of people talk in the background,8,0306,natural,False,test,test
/audiocaps/train/54173.wav,Phone ringing then two men speaking,10,0306,natural,False,train,train
/audiocaps/test/104438.wav,A whooshing effect followed by a man talking as basketballs bounce and shoes squeak on a hard surface while a crowd of people yell in the background,8,0306,natural,False,test,test
/audiocaps/train/21544.wav,Men talk loudly and robotic ally and then a loud burp,7,0306,natural,False,train,train
/audiocaps/test/105071.wav,A vehicle engine revving followed by tires skidding as a group of people talk in the background,0,0306,natural,True,excluded,
/audiocaps/test/106960.wav,A woman talking then laughing followed by plastic tapping and birds chirping in the background,5,0306,natural,False,test,test
/audiocaps/test/106835.wav,Phone ringing then two men speaking,0,0306,natural,True,excluded,
/audioldm/train/21544.wav,Men talk loudly and robotic ally and then a loud burp,0,0306,audioldm,False,train,train
/tango/train/54173.wav,Phone ringing then two men speaking,2,0306,tango,False,train,train
/audiocaps/test/105576.wav,"A door banging, a loud squeal, and some low voices in the background",0,0306,natural,True,excluded,
/audiocaps/test/106056.wav,"A door banging, a loud squeal, and some low voices in the background",8,0306,natural,False,test,test
/audioldm/test/106960.wav,A woman talking then laughing followed by plastic tapping and birds chirping in the background,4,0306,audioldm,False,test,test
/audioldm/test/105272.wav,A vehicle engine revving followed by tires skidding as a group of people talk in the background,5,0306,audioldm,False,test,test
/tango/test/106056.wav,"A door banging, a loud squeal, and some low voices in the background",7,0306,tango,False,test,test
